id,text,parent,isLeaf,aggrlevel
"65792","65792 - Transmission, conveyor or elevator belts or belting, of textile material, whether or not strengthened with metal or other material","6579","1","5",
"6579X","6579X - Memorandum Item","6579","1","5",
"657X","657X - Memorandum Item","657","0","4",
"657XX","657XX - Memorandum Item","657X","1","5",
"658","658 - Made-up articles, wholly or chiefly of textile materials, n.e.s.","65","0","3",
"6581","6581 - Bags, sacks of textile materials, of a kind used for the packing of goods","658","1","4",
"6582","6582 - Tarpaulins, sails, awnings, sunblinds, tents and camping goods of textile fabric","658","0","4",
"65821","65821 - ....of cotton","6582","1","5",
"65829","65829 - ....other than of cotton","6582","1","5",
"6582X","6582X - Memorandum Item","6582","1","5",
"6583","6583 - Traveling rugs and blankets (other than electric), not knitted or crocheted","658","0","4",
"65831","65831 - ....of wool or fine animal hair","6583","1","5",
"65832","65832 - ....of cotton","6583","1","5",
"65833","65833 - ....of synthetic fibres","6583","1","5",
"65839","65839 - ....of other fibres","6583","1","5",
"6583X","6583X - Memorandum Item","6583","1","5",
"6584","6584 - Bed linen, table linen, toilet linen and kitchen linen; curtains and other furnishing articles of textile materials, not knitted or crocheted","658","0","4",
"65841","65841 - Bed linen of cotton","6584","1","5",
"65842","65842 - Bed linen of other fibres","6584","1","5",
"65843","65843 - Table linen of cotton","6584","1","5",
"65844","65844 - Table linen of other fibres","6584","1","5",
"65845","65845 - Toilet and kitchen linen of cotton","6584","1","5",
"65846","65846 - Toilet and kitchen linen of other fibres","6584","1","5",
"65848","65848 - Other furnishing articles of cotton","6584","1","5",
"65849","65849 - Other furnishing articles of other fibres","6584","1","5",
"6584X","6584X - Memorandum Item","6584","1","5",
"6589","6589 - Other made-up articles of textile materials, n.e.s.","658","0","4",
"65891","65891 - Tapestries, hand-made, of the type Gobelins, Flanders, Aubusson, Beauvais and the llke, and needle-worked tapestries (e.g., petit point and cross stitch) made in panels and the like by hand","6589","1","5",
"65898","65898 - Made-up textile articles, knitted or crocheted, not elastic nor rubberized, n.e.s.","6589","1","5",
"65899","65899 - Made-up textile articles (including dress patterns), not knitted or crocheted, n.e.s.","6589","1","5",
"6589X","6589X - Memorandum Item","6589","1","5",
"658X","658X - Memorandum Item","658","0","4",
"658XX","658XX - Memorandum Item","658X","1","5",
"659","659 - Floor coverings, etc.","65","0","3",
"6591","6591 - Linoleum and similar floor covering","659","0","4",
"65911","65911 - Floor coverings prepared on a base of paper or paperboard, whether or not cut to size, with or without a coating of linoleum compound","6591","1","5",
"65912","65912 - Linoleum and materials prefixed on a textile base in a similar manner to linoleum, whether or not cut to shape or of a kind used as floor coverlngs; floor coverings consisting of a coating applied on a textile base, cut to shape or not","6591","1","5",
"6591X","6591X - Memorandum Item","6591","1","5",
"6592","6592 - Carpets, carpeting and rugs, knotted (made up or not)","659","0","4",
"65921","65921 - ....of wool or fine animal hair","6592","1","5",
"65929","65929 - ....of other textile materials","6592","1","5",
"6592X","6592X - Memorandum Item","6592","1","5",
"6593","6593 - Kelem ('Khilim' or 'Cilim'), 'Schumacks' ('Soumaks') and 'Karamanie' rugs and the like","659","1","4",
"6594","6594 - Carpets, carpeting, rugs, mats and matting, of wool or fine animal hair, n.e.s.","659","0","4",
"65941","65941 - ....tufted","6594","1","5",
"65942","65942 - ....woven","6594","1","5",
"65949","65949 - ....other than knotted, tufted, woven, knitted, crocheted or of felt","6594","1","5",
"6594X","6594X - Memorandum Item","6594","1","5",
"6595","6595 - Carpets, carpeting, rugs, mats and matting, of man-made textile materials, n.e.s.","659","0","4",
"65951","65951 - ....tufted","6595","1","5",
"65952","65952 - ....woven","6595","1","5",
"65959","65959 - ....other than knotted, tufted, woven or of felt","6595","1","5",
"6595X","6595X - Memorandum Item","6595","1","5",
"6596","6596 - Carpets, rugs, mats, of other textile materials, n.e.s.","659","0","4",
"65961","65961 - ....tufted","6596","1","5",
"65962","65962 - ....other than knotted, tufted, woven or of felt","6596","1","5",
"65963","65963 - Floor coverings of felt, of tufted felt or of needleloom felt","6596","1","5",
"6596X","6596X - Memorandum Item","6596","1","5",
"6597","6597 - Plaits and similar products of plaiting materials, for all uses, whether or not assembled into strips; plaiting materials bound together in parallel strands or woven, in sheet form (including matting, mats and screens); straw envelopes for bottles","659","1","4",
"659X","659X - Memorandum Item","659","0","4",
"659XX","659XX - Memorandum Item","659X","1","5",
"65X","65X - Memorandum Item","65","0","3",
"65XX","65XX - Memorandum Item","65X","0","4",
"65XXX","65XXX - Memorandum Item","65XX","1","5",
"66","66 - Non-metallic mineral manufactures, n.e.s.","6","0","2",
"661","661 - Lime, cement, and fabricated construction materials (except glass and clay materials)","66","0","3",
"6611","6611 - Quicklime, slaked lime and hydraulic lime (other than calcium oxide and hydroxide)","661","1","4",
"6612","6612 - Portland cement, ciment fondu, slag cement, super-sulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinker","661","1","4",
"6613","6613 - Building and monumental stone, worked, and articles thereof","661","0","4",
"66131","66131 - Road and paving setts, curb and flagstones, of natural stone (except slate)","6613","1","5",
"66132","66132 - Building and monumental stone, worked, and articles thereof (including mosaic cubes ), other than goods falling within heading 661.31 or group 662","6613","1","5",
"66133","66133 - Slate, worked, and articles of slate (including articles of agglomerated slate)","6613","1","5",
"6613X","6613X - Memorandum Item","6613","1","5",
"6618","6618 - Construction materials of asbestos-cement and fibre-cement and of unfired non-metallic minerals, n.e.s.","661","0","4",
"66181","66181 - Articles of asphalt or of similar material (e.g., of petroleum bitumen or coal tar pitch)","6618","1","5",
"66182","66182 - Panels, boards, tiles, blocks and similar articles of vegetable fibre, of wood fibre, of straw, of wood shavings or of wood waste (including sawdust), agglomerated with cement, plaster or with other mineral binding substances","6618","1","5",
"66183","66183 - Articles of asbestos-cement, of cellulose fibre-cement or the like","6618","1","5",
"6618X","6618X - Memorandum Item","6618","1","5",
"661X","661X - Memorandum Item","661","0","4",
"661XX","661XX - Memorandum Item","661X","1","5",
"662","662 - Clay construction materials and refractory construction materials","66","0","3",
"6623","6623 - Refractory bricks and other refractory construction materials","662","0","4",
"66231","66231 - Heat-insulating bricks, blocks, tiles and other heat-insuiatlng goods of siliceous fossil meals or of similar siliceous earths (e.g., kieselguhr, tripolite or diatomite)","6623","1","5",
"66232","66232 - Refractory bricks, blocks, tiles and similar refractory construction goods other than goods falling within heading 662.31","6623","1","5",
"66233","66233 - Refractory cement, mortars and similar composition","6623","1","5",
"6623X","6623X - Memorandum Item","6623","1","5",
"6624","6624 - Non-refractory ceramic bricks, tiles, pipes and similar products","662","0","4",
"66241","66241 - Building bricks (including flooring blocks, support or filler tiles and the like)","6624","1","5",
"66242","66242 - Roofing tiles, chimney-pots, cowls, chimney-liners, cornices and other ceramic constructional goods (including architectural ornaments)","6624","1","5",
"66243","66243 - Ceramic piping, conduits and guttering (including angles, bends and similar fittings)","6624","1","5",
"66244","66244 - Unglazed ceramic setts, flags and paving, hearth and wall tiles","6624","1","5",
"66245","66245 - Glazed ceramic setts, flags and paving, hearth and wall tiles","6624","1","5",
"6624X","6624X - Memorandum Item","6624","1","5",
"662X","662X - Memorandum Item","662","0","4",
"662XX","662XX - Memorandum Item","662X","1","5",
"663","663 - Mineral manufactures, n.e.s.","66","0","3",
"6631","6631 - Hand polishing stones, whetstones, oilstones, hones and the like, and millstones, grindstones, grinding wheels and the like (including grinding, sharpening, polishing, trueing and cutting wheels, heads, discs and points), of natural stone (agglomerated or not), of agglomerated natural or artificial abrasives, or of pottery, with or without cores, shanks, sockets, axles and the like of other materials, but without frameworks; segments and other finished parts of such stones and wheels, of natural stone (aggIomerated or not), of agglomerated natural or artificial abrasives, or of pottery","663","1","4",
"6632","6632 - Natural or artificial abrasive powder or grain, on a base of woven fabric, of paper, of paperboard or of other materials,  whether or not cut to shape, or sewn or otherwise made up","663","1","4",
"6633","6633 - Manufactures of mineral materials, n.e.s. (other than ceramic)","663","0","4",
"66331","66331 - Articles of plastering material","6633","1","5",
"66332","66332 - Articles of cement (including slag cement), of concrete or of artificial stone (including granulated marble agglomerated with  cement), reinforced or not","6633","1","5",
"66333","66333 - Mica, worked, and articles of mica, including bonded mica splittings on a support of paper or fabric (e.g., micanite and micafolium)","6633","1","5",
"66339","66339 - Articles of stone or of other mineral substances, (includlngartlcles of peat), n.e.s.","6633","1","5",
"6633X","6633X - Memorandum Item","6633","1","5",
"6635","6635 - Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating, or sound-absorbing mineral materials (other than those falling within heading 661.85 or 663.81, or ceramic goods)","663","1","4",
"6637","6637 - Refractory goods (e.g., retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), n.e.s.","663","1","4",
"6638","6638 - Manufactures of asbestos; friction materials","663","0","4",
"66381","66381 - Fabricated asbestos and articles thereof (e.g., asbestos board, thread and fabric; asbestos clothing, asbestos jointing), reinforced or not (other than goods falling within heading 663.82); mixtures with a basis of asbestos and mixtures with a basis of asbestos and magnesium carbonate and articles of such mixtures","6638","1","5",
"66382","66382 - Friction material (segments, discs, washers, strips, sheets, plates, rolls and the like) of a kind suitable for brakes, for clutches or the like, with a basis of asbestos, other mineral substances or of cellulose, whether or not  combined with textile or other materials","6638","1","5",
"6638X","6638X - Memorandum Item","6638","1","5",
"6639","6639 - Articles of ceramic materials, n.e.s.","663","0","4",
"66391","66391 - Laboratory, chemical or industrial wares, ceramic, non-refractory; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind commonly used for the conveyance or packing of goods","6639","1","5",
"66392","66392 - Other articles of ceramic materials, n.e.s.","6639","1","5",
"6639X","6639X - Memorandum Item","6639","1","5",
"663X","663X - Memorandum Item","663","0","4",
"663XX","663XX - Memorandum Item","663X","1","5",
"664","664 - Glass","66","0","3",
"6641","6641 - Glass in the mass, in balls, rods or tubes (excluding optical glass); waste glass (cullet)","664","0","4",
"66414","66414 - Glass in the mass (excluding optical glass); waste glass (cullet)","6641","1","5",
"66415","66415 - Glass in balls, rods or tubes (excluding optical glass); waste glass (cullet)","6641","1","5",
"6641X","6641X - Memorandum Item","6641","1","5",
"6642","6642 - Optical glass and elements of optical glass (other than optically worked elements); blanks for corrective spectacle lenses","664","1","4",
"6643","6643 - Drawn or blown glass (including flashed glass), unworked, in rectangles","664","1","4",
"6644","6644 - Cast, rolled, drawn or blown glass (including flashed or wired glass), in rectangles, surface ground or polished, but not further worked","664","1","4",
"6645","6645 - Cast or rolled glass (funeluding flashed or wired glass), unworked, whether figured or not, in rectangles","664","1","4",
"6646","6646 - Bricks, tiles, slabs, paving blocks, squares and other articles of pressed or moulded glass, of a kind commonly used in building; multi-cellular glass in blocks, slabs, plates, panels and similar forms","664","1","4",
"6647","6647 - Safety glass consisting of toughened or laminated glass, cut or not","664","1","4",
"6648","6648 - Glass mirror (including rear-view mirrors), unframed, framed or backed","664","1","4",
"6649","6649 - Glass, n.e.s.","664","0","4",
"66491","66491 - Cast, rolled, drawn or blown glass (including flashed or wired glass) cut to shape (other than rectangular shape), or bent or otherwise worked (e.g., edge worked or engraved), whether or not surface ground or polished; multiple-walled insulating glass; leaded lights and the like","6649","1","5",
"66492","66492 - Glass envelopes (including bulbs and tubes) for electric , electronic valves or the like","6649","1","5",
"66493","66493 - Clock and watch glasses and similar glasses (including glass of a kind used for sunglasses but excluding glass suitable for corrective lenses), curved, bent, hollowed and the like; glass spheres and segments of spheres, of a kind used for the manufacture of clock and watch glasses and the like","6649","1","5",
"66494","66494 - Glass fibre (including wool) and articles made therefrom, n.e.s.","6649","1","5",
"6649X","6649X - Memorandum Item","6649","1","5",
"664X","664X - Memorandum Item","664","0","4",
"664XX","664XX - Memorandum Item","664X","1","5",
"665","665 - Glassware","66","0","3",
"6651","6651 - Containers, of glass, of a kind commonly used for the conveyance or packing of goods; stoppers and other closures, of glass; glass inners for vacuum vessels","665","0","4",
"66511","66511 - Carboys, bottles, jars, pots, tubsular containers and similar containers, of glass, of a kind commonly used for the conveyance or packlng of goods; stoppers and other closures, of glass","6651","1","5",
"66512","66512 - Glass inners for vacuum flasks or for other vacuum vessels","6651","1","5",
"6651X","6651X - Memorandum Item","6651","1","5",
"6652","6652 - Glassware (other than articles falling in heading 665.82) of a kind commonly used for table, kitchen, toilet or office purposes, for indoor decoration, or for similar uses","665","1","4",
"6658","6658 - Articles made of glass, n.e.s.","665","0","4",
"66581","66581 - Laboratory, hygienic and pharmaceutical glassware, whether or not graduated or calibrated; glass ampoules","6658","1","5",
"66582","66582 - Glass beads, imitation pearls, imitation precious and semi-precious stones, fragments and chippings, and similar fancy or decorative glass smallwares, and articles of glassware made therefrom; glass cubes and small glass plates, whether, or not on a backing, for mosaics and similar decorative purposes; artificial eyes of glass (including those for toys but excluding those for wear by humans ); ornaments and other fancy articles of lamp-worked glass; glass grains (ballotini)","6658","1","5",
"66589","66589 - Other articles of glass, n.e.s.","6658","1","5",
"6658X","6658X - Memorandum Item","6658","1","5",
"665X","665X - Memorandum Item","665","0","4",
"665XX","665XX - Memorandum Item","665X","1","5",
"666","666 - Pottery","66","0","3",
"6664","6664 - Tableware and other articles of a kind commonly used for domestic or toilet purposes of porcelain or china (including biscuit porcelain and parian)","666","1","4",
"6665","6665 - Tableware and other articles of a kind commonly used for domestic or toilet purposes, of other kinds of pottery","666","1","4",
"6666","6666 - Statuettes and other ornaments, and articles of personal adornment; articles of furniture, of porcelain, china or other ceramic materlals, n.e.s.","666","1","4",
"666X","666X - Memorandum Item","666","0","4",
"666XX","666XX - Memorandum Item","666X","1","5",
"667","667 - Pearls, precious and semi-preclous stones, unworked or worked","66","0","3",
"6671","6671 - Pearls (natural or cultured), unworked or worked, but not mounted, set or strung (except ungraded pearls temporarily strung for convenience of transport)","667","1","4",
"6672","6672 - Diamonds (other than sorted industrial diamonds), unworked, cut or otherwise worked, but not mounted or set","667","0","4",
"66721","66721 - Diamonds, rough, unsorted","6672","1","5",
"66722","66722 - Diamonds, sorted (other than industrial diamonds), rough or simply sawn, cleaved or bruted","6672","1","5",
"66729","66729 - Diamonds (other than industrial diamonds), out or otherwise worked, but not mounted or set","6672","1","5",
"6672X","6672X - Memorandum Item","6672","1","5",
"6673","6673 - Other precious and semi-precious stones, urworked, cut or otherwise worked, but not mounted, set or strung (except ungraded stones temporarily strung for convenience of transport)","667","1","4",
"6674","6674 - Synthetic or reconstructed precious or semi-precious stones, unworked, cut or otherwise worked, but not mounted, set or strung (except ungraded stones temporarily strung for convenience of transport)","667","1","4",
"667X","667X - Memorandum Item","667","0","4",
"667XX","667XX - Memorandum Item","667X","1","5",
"66X","66X - Memorandum Item","66","0","3",
"66XX","66XX - Memorandum Item","66X","0","4",
"66XXX","66XXX - Memorandum Item","66XX","1","5",
"67","67 - Iron and steel","6","0","2",
"671","671 - Pig iron, spiegelelsen, sponge iron, iron or steel powders and shot, and ferro-alloys","67","0","3",
"6712","6712 - Pig iron, cast iron and splegeleisen, in pigs, blocks, lumps and similar forms","671","1","4",
"6713","6713 - Iron and steel powders, shot or sponge","671","0","4",
"67131","67131 - Shot and angular grit, of iron or steel, whether or not graded; wire pellets of iron or steel","6713","1","5",
"67132","67132 - Iron or steel powders (including sponge iron powder)","6713","1","5",
"67133","67133 - Sponge iron or steel, not in powder form","6713","1","5",
"6713X","6713X - Memorandum Item","6713","1","5",
"6716","6716 - Ferro-alloys","671","0","4",
"67161","67161 - Ferro-manganese","6716","1","5",
"67162","67162 - Ferro-silicon","6716","1","5",
"67169","67169 - Other ferro-alloys","6716","1","5",
"6716X","6716X - Memorandum Item","6716","1","5",
"671X","671X - Memorandum Item","671","0","4",
"671XX","671XX - Memorandum Item","671X","1","5",
"672","672 - Ingots and other primary forms, of iron or steel","67","0","3",
"6724","6724 - Puddled bars and pilings; ingots, blocks, lumps and similar forms, of iron or steel","672","0","4",
"67241","67241 - Ingots of iron or steel, other than of high carbon or alloy steel","6724","1","5",
"67242","67242 - Ingots of high carbon steel","6724","1","5",
"67243","67243 - Ingots of stainless or heat-resistant steel","6724","1","5",
"67244","67244 - Ingots of other alloy steel","6724","1","5",
"67245","67245 - Puddled bars and pilings; blocks, lumps and similar forms, of iron or steel","6724","1","5",
"6724X","6724X - Memorandum Item","6724","1","5",
"6725","6725 - Blooms, billets, slabs and sheet bars (including tinplate bars), of iron or steel; pieces roughly shaped by forging, of iron or steel","672","0","4",
"67251","67251 - ....of other than high carbon or alloy steel","6725","1","5",
"67252","67252 - ....of high carbon steel","6725","1","5",
"67254","67254 - ....of stainless or heat-resistant steel","6725","1","5",
"67255","67255 - ....of other alloy steel","6725","1","5",
"6725X","6725X - Memorandum Item","6725","1","5",
"6727","6727 - Iron or steel coils for re-rolling","672","0","4",
"67271","67271 - ....of other than high carbon or alloy steel","6727","1","5",
"67272","67272 - ....of high carbon steel","6727","1","5",
"67274","67274 - ....of stainless or heat resisting steel","6727","1","5",
"67275","67275 - ....other alloy steel","6727","1","5",
"6727X","6727X - Memorandum Item","6727","1","5",
"672X","672X - Memorandum Item","672","0","4",
"672XX","672XX - Memorandum Item","672X","1","5",
"673","673 - Iron and steel bars, rods, angles, shapes and sections (including sheet piling)","67","0","3",
"6731","6731 - Wire rod of iron or steel","673","0","4",
"67311","67311 - ....of other than high carbon or alloy steel","6731","1","5",
"67312","67312 - ....of high carbon steel","6731","1","5",
"67314","67314 - ....of stainless or heat-resistant steel","6731","1","5",
"67315","67315 - ....of other alloy steel","6731","1","5",
"6731X","6731X - Memorandum Item","6731","1","5",
"6732","6732 - Bars and rods (excluding wire rod), of iron or steel; hollow mining drill steel","673","0","4",
"67322","67322 - ....of high carbon steel","6732","1","5",
"67324","67324 - ....of stainless or heat-resistant steel","6732","1","5",
"67325","67325 - ....of other alloy steel","6732","1","5",
"67326","67326 - Bars and rods (excluding wire rod), not further worked than hot rolled or extruded, of iron or steel (other than of high carbon or alIoy steel)","6732","1","5",
"67327","67327 - Bars and rods, forged, mold-formed or cold-finished (including precision made), of iron or steel (other than of high carbon or alloy steel); hollow mining drill steel (other than of high carbon or alloy steel)","6732","1","5",
"6732X","6732X - Memorandum Item","6732","1","5",
"6733","6733 - Angles, shapes and sections (excluding rails) and sheet piling, of iron or steel","673","0","4",
"67331","67331 - U, I or H sections not further worked than hot-rolled or extruded, of less than 80 mm, of iron or steel (other than of high carbon or alloy steel)","6733","1","5",
"67332","67332 - U, I or H sections not further worked than hot-rolled or extruded, 80 mm or more; angles, shapes and sections not further worked than forged, of iron or steel (other than of high carbon or alloy steel)","6733","1","5",
"67333","67333 - Other angles, shapes and sections, not further worked than hot-rolled or extruded, of iron or steel (other than of high carbon or alloy steel)","6733","1","5",
"67334","67334 - Angles, shapes and sections not further worked than cold-forged or cold-finished, of iron or steel (other than of high carbon or alloy steel)","6733","1","5",
"67335","67335 - Other angles, shapes and sections, of iron or steel (other than of high carbon or alloy steel)","6733","1","5",
"67336","67336 - Sheet piling of iron or steel (other than of high carbon or alloy steel), whether or not drilled, punched, or made from assembled elements","6733","1","5",
"67337","67337 - Angles, shapes and sections, of high carbon steel","6733","1","5",
"67338","67338 - Angles, shapes and sections, of stainless or heat-resistant steel","6733","1","5",
"67339","67339 - Angles, shapes and sections, of other alloy steel","6733","1","5",
"6733X","6733X - Memorandum Item","6733","1","5",
"673X","673X - Memorandum Item","673","0","4",
"673XX","673XX - Memorandum Item","673X","1","5",
"674","674 - Universals, plates, and sheets, of iron or steel","67","0","3",
"6741","6741 - Universal plates of iron or steel","674","0","4",
"67414","67414 - ....of other than high carbon or alloy steel","6741","1","5",
"67415","67415 - ....of high carbon or alloy steel","6741","1","5",
"6741X","6741X - Memorandum Item","6741","1","5",
"6744","6744 - Sheets and plates, rolled but not further worked, of a thickness of more than 4.75 mm (excluding universal plates), of iron or steel","674","0","4",
"67441","67441 - ....of other than high carbon or alloy steel","6744","1","5",
"67442","67442 - ....of high carbon steel","6744","1","5",
"67443","67443 - ....of stainless or heat-resistant steel","6744","1","5",
"67444","67444 - ....of other alloy steel","6744","1","5",
"6744X","6744X - Memorandum Item","6744","1","5",
"6745","6745 - Sheets and plates, rolled but not further worked, of a thickness of 3 mm or more but not more than 4.75 mm, of iron or steel","674","0","4",
"67451","67451 - ....of other than high carbon or alloy steel","6745","1","5",
"67452","67452 - ....of high carbon steel","6745","1","5",
"67453","67453 - ....of stainless or heat-resistant steel","6745","1","5",
"67454","67454 - ....of other alloy steel","6745","1","5",
"6745X","6745X - Memorandum Item","6745","1","5",
"6746","6746 - Sheets and plates, rolled but not further worked, of a thickness of less than 3 mm, of iron or steel","674","0","4",
"67461","67461 - ....of other than high carbon or alloy steel","6746","1","5",
"67462","67462 - ....of high carbon steel","6746","1","5",
"67463","67463 - ....of stainless or heat-resistant steel","6746","1","5",
"67464","67464 - ....of other alloy steel","6746","1","5",
"6746X","6746X - Memorandum Item","6746","1","5",
"6747","6747 - Tinned sheets and plates of steel (other than of high carbon or alloy steel)","674","1","4",
"6749","6749 - Other sheets and plates, of iron or steel, worked (e.g., polished, coated, cut to non-rectangular shape, perforated, corrugated, channelled, ribbed, chequered, embossed or rounded at the edges)","674","0","4",
"67491","67491 - ....of other than high carbon or alloy steel (excluding tinned sheets and plates)","6749","1","5",
"67492","67492 - ....of high carbon steel","6749","1","5",
"67493","67493 - ....of stainless or heat-resistant steel","6749","1","5",
"67494","67494 - ....of other alloy steel","6749","1","5",
"6749X","6749X - Memorandum Item","6749","1","5",
"674X","674X - Memorandum Item","674","0","4",
"674XX","674XX - Memorandum Item","674X","1","5",
"675","675 - Hoop and strip, of iron or steel, hot-rolled or cold-rolled","67","0","3",
"6750","6750 - Hoop and strip, of iron or steel, hot-rolled or cold-rolled","675","0","4",
"67501","67501 - ....of other than high carbon or alloy steel","6750","1","5",
"67502","67502 - ....of high carbon steel","6750","1","5",
"67504","67504 - ....of stainless or heat-resistant steel","6750","1","5",
"67505","67505 - ....of other alloy steel","6750","1","5",
"6750X","6750X - Memorandum Item","6750","1","5",
"675X","675X - Memorandum Item","675","0","4",
"675XX","675XX - Memorandum Item","675X","1","5",
"676","676 - Rails and railway track construction material, of iron or steel","67","0","3",
"6760","6760 - Rails and railway track construction material, of iron or steel","676","0","4",
"67601","67601 - Rails (other than check and rack rails) of iron or steel","6760","1","5",
"67602","67602 - Other railway and tramway track construction material of iron or steel (i.e., cheek-rails, switch blades, crossings (or frogs), crossing pieces, point rods, rack rails, sleepers, fishplates, chairs, chair wedges, sole plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)","6760","1","5",
"6760X","6760X - Memorandum Item","6760","1","5",
"676X","676X - Memorandum Item","676","0","4",
"676XX","676XX - Memorandum Item","676X","1","5",
"677","677 - Iron or steel wire (excluding wire rod), whether or not coated, but not insulated","67","0","3",
"6770","6770 - Iron or steel wire (excluding wire rod), whether or not coated, but not insulated","677","0","4",
"67701","67701 - ....of other than high carbon or alloy steel","6770","1","5",
"67702","67702 - ....of high carbon steel","6770","1","5",
"67704","67704 - ....of stainless or heat-resistant steel","6770","1","5",
"67705","67705 - ....of other alloy steel","6770","1","5",
"6770X","6770X - Memorandum Item","6770","1","5",
"677X","677X - Memorandum Item","677","0","4",
"677XX","677XX - Memorandum Item","677X","1","5",
"678","678 - Tube, pipes and fittings, of iron or steel","67","0","3",
"6781","6781 - Tubes and pipes, of cast iron","678","1","4",
"6782","6782 - Seamless tubes and pipes; blanks for tubes and pipes, of iron (other than cast iron) or steel (excluding high pressure hydroelectric conduits)","678","1","4",
"6783","6783 - Other tubes and pipes, of iron (other than cast iron) or steel (excluding high pressure hydroelectric conduits)","678","1","4",
"6784","6784 - High-pressure hydro-electric conduits of steel, whether or not reinforced","678","1","4",
"6785","6785 - Tube and pipe fittings (e.g., joints, elbows, unions and flanges), of iron or steel","678","1","4",
"678X","678X - Memorandum Item","678","0","4",
"678XX","678XX - Memorandum Item","678X","1","5",
"679","679 - Iron and steel castings, forgings and stampings, in the rough state, n.e.s.","67","0","3",
"6793","6793 - Steel and iron forgings and stampings, in the rough state","679","1","4",
"6794","6794 - Castings of iron or steel, in rough state","679","0","4",
"67941","67941 - ....of iron","6794","1","5",
"67942","67942 - ....or steel","6794","1","5",
"6794X","6794X - Memorandum Item","6794","1","5",
"679X","679X - Memorandum Item","679","0","4",
"679XX","679XX - Memorandum Item","679X","1","5",
"67X","67X - Memorandum Item","67","0","3",
"67XX","67XX - Memorandum Item","67X","0","4",
"67XXX","67XXX - Memorandum Item","67XX","1","5",
"68","68 - Non-ferrous metals","6","0","2",
"681","681 - Silver, platinum and other metals of the platinum group","68","0","3",
"6811","6811 - Silver (including rolled silver ), unwrought, unworked or semi-manufactured","681","0","4",
"68112","68112 - Rolled silver, unworked or semi-manufactured","6811","1","5",
"68113","68113 - Silver (including silver gilt and platinum-plated silver), unwrought (i.e., in lumps, grains, ingots and other primary forms)","6811","1","5",
"68114","68114 - Silver (including silver gilt and platlnum-plated silver), semi-manufactured [i.e.,bars (other than cast), rods, sections, wire, sheets, plates, strip, tubes, pipes and other semi-manufactured forms]","6811","1","5",
"6811X","6811X - Memorandum Item","6811","1","5",
"6812","6812 - Platinum and other metals of the platinum group (included rolled platinum or other platinum group metals), unwrought, unworked or semi-manufactured","681","0","4",
"68122","68122 - Rolled platinum or other platinum group metals, on base metal or precious metal, unworked or semimanufactured","6812","1","5",
"68123","68123 - Platinum and platinum alloys, unwrought (i.e., in lumps, grains, ingots and other primary forms)","6812","1","5",
"68124","68124 - Other metals of the platinum group and alloys thereof, unwrought (i.e., in lumps, grains, ingots and other primary forms","6812","1","5",
"68125","68125 - Platinum and other metals of the platinum group and alloys thereof, semi-manufactured (i.e., bars, sheets, strip, tubes, wire and other semi-manufactured forms)","6812","1","5",
"6812X","6812X - Memorandum Item","6812","1","5",
"681X","681X - Memorandum Item","681","0","4",
"681XX","681XX - Memorandum Item","681X","1","5",
"682","682 - Copper","68","0","3",
"6821","6821 - Copper and copper alloys, refined or not, unwrought","682","0","4",
"68211","68211 - Unrefined copper (including blister copper but excluding cement copper)","6821","1","5",
"68212","68212 - Refined copper (including copper alloys other than master alloys), unwrought","6821","1","5",
"68213","68213 - Master alloy of copper","6821","1","5",
"6821X","6821X - Memorandum Item","6821","1","5",
"6822","6822 - Copper and copper alloys, worked","682","0","4",
"68221","68221 - Bars, rods, angles, shapes and sections, wrought, of copper; copper wire","6822","1","5",
"68222","68222 - Plates, sheets and strip, wrought, of copper","6822","1","5",
"68223","68223 - Copper foil (whether or not embossed, cut to shape, perforated, coated, printed, or backed with paper or other reinforcing materials, of a thickness (excluding any backing) not exceeding O.15 mm","6822","1","5",
"68224","68224 - Copper powders and flakes","6822","1","5",
"68225","68225 - Tubes and pipes and blanks thereof, of copper; hollow bars of cooper","6822","1","5",
"68226","68226 - Tube and pipe fittings (e.g., joints, elbows, sockets and flanges), of copper","6822","1","5",
"6822X","6822X - Memorandum Item","6822","1","5",
"682X","682X - Memorandum Item","682","0","4",
"682XX","682XX - Memorandum Item","682X","1","5",
"683","683 - Nickel","68","0","3",
"6831","6831 - Nickel and nickel alloys, unwrought [ingots, pigs, pellets, cubes and other primary forms (excluding electro-plating anodes)]","683","1","4",
"6832","6832 - Nickel and nickel alloys, worked","683","0","4",
"68321","68321 - Bars, rods, angles, shapes and sections, wrought, of nickel; nickel wire","6832","1","5",
"68322","68322 - Plates, sheets and strip, wrought, of nickel; nickel foil; nickel powders and flakes","6832","1","5",
"68323","68323 - Tubes and pipes and blanks therefor, of nickel; hollow bars, and tube and pipe fittings (e.g., joints, elbows, sockets and flanges), of nickel","6832","1","5",
"68324","68324 - Electro-plating anodes, of nicke!, wrought or unwrought (including those produced by electrolysis)","6832","1","5",
