cmdCode,descriptionOriginal,id,text,parent,isLeaf,aggrlevel
"88114","Parts and accessories for the photographic cameras of heading 881.11","88114","88114 - Parts and accessories for the photographic cameras of heading 881.11","8811","1","5",
"88115","Parts and accessories for photographic flashlight apparatus","88115","88115 - Parts and accessories for photographic flashlight apparatus","8811","1","5",
"88119","Parts, n.e.s. of and accessories for the cameras and flashlight apparatus falling within heading 881.1","88119","88119 - Parts, n.e.s. of and accessories for the cameras and flashlight apparatus falling within heading 881.1","8811","1","5",
"8811X","Memorandum Item","8811X","8811X - Memorandum Item","8811","1","5",
"8812","Cinematographic cameras, projectors, sound recorders and sound reproducers; any combination of these articles; parts and accessories thereof, n.e.s.","8812","8812 - Cinematographic cameras, projectors, sound recorders and sound reproducers; any combination of these articles; parts and accessories thereof, n.e.s.","881","0","4",
"88121","Cinematographie cameras, projectors, sound recorders and sound reproducers, combined or not, for film of less than 16 mm width (including cameras for doubie-8 mm film)","88121","88121 - Cinematographie cameras, projectors, sound recorders and sound reproducers, combined or not, for film of less than 16 mm width (including cameras for doubie-8 mm film)","8812","1","5",
"88122","Cinematographic cameras, projectors, sound recorders and reproducers, combined or not, for film of 16 mm width or greater (excluding cameras for double-8 mm film)","88122","88122 - Cinematographic cameras, projectors, sound recorders and reproducers, combined or not, for film of 16 mm width or greater (excluding cameras for double-8 mm film)","8812","1","5",
"88123","Parts and accessories for the cinematographic cameras of heading 821.21","88123","88123 - Parts and accessories for the cinematographic cameras of heading 821.21","8812","1","5",
"88124","Parts and accessories for cinematographic projectors","88124","88124 - Parts and accessories for cinematographic projectors","8812","1","5",
"88129","Parts, n.e.s. of and accessories for the cinematographic cameras, projectors, sound recorders and sound reproducers falling within heading 881.2","88129","88129 - Parts, n.e.s. of and accessories for the cinematographic cameras, projectors, sound recorders and sound reproducers falling within heading 881.2","8812","1","5",
"8812X","Memorandum Item","8812X","8812X - Memorandum Item","8812","1","5",
"8813","Photographic and cinematographic apparatus and equipment, n.e.s.","8813","8813 - Photographic and cinematographic apparatus and equipment, n.e.s.","881","0","4",
"88131","Image projectors (other than clnematographic projectors); photographic (except cinematographic) enlargers and reducers","88131","88131 - Image projectors (other than clnematographic projectors); photographic (except cinematographic) enlargers and reducers","8813","1","5",
"88132","Image projectors, n.e.s.","88132","88132 - Image projectors, n.e.s.","8813","1","5",
"88133","Photographic (other than cinematographic) enlargers and reducers","88133","88133 - Photographic (other than cinematographic) enlargers and reducers","8813","1","5",
"88134","Parts and accessories for the equipment of headings 881.31 through 881.33","88134","88134 - Parts and accessories for the equipment of headings 881.31 through 881.33","8813","1","5",
"88135","Apparatus and equipment for photographic (including cinematographic) laboratories (including apparatus for the projection of circuit patterns on sensitized semiconductor materials), n.e.s.; negatoscopes; projection screens","88135","88135 - Apparatus and equipment for photographic (including cinematographic) laboratories (including apparatus for the projection of circuit patterns on sensitized semiconductor materials), n.e.s.; negatoscopes; projection screens","8813","1","5",
"88136","Parts and accessories for the apparatus and equipment of heading 881.35","88136","88136 - Parts and accessories for the apparatus and equipment of heading 881.35","8813","1","5",
"88139","Apparatus and equipment of a kind used in photographic or cinematographic laboratories, n.e.s.; screens for projectors","88139","88139 - Apparatus and equipment of a kind used in photographic or cinematographic laboratories, n.e.s.; screens for projectors","8813","1","5",
"8813X","Memorandum Item","8813X","8813X - Memorandum Item","8813","1","5",
"881X","Memorandum Item","881X","881X - Memorandum Item","881","0","4",
"881XX","Memorandum Item","881XX","881XX - Memorandum Item","881X","1","5",
"882","Photographic and cinematographic supplies","882","882 - Photographic and cinematographic supplies","88","0","3",
"8821","Chemical products and flashlight materials for use in photography","8821","8821 - Chemical products and flashlight materials for use in photography","882","1","4",
"8822","Photographic film, plates and paper, whether or not exposed, and developed plates and film (other than cinematograph film)","8822","8822 - Photographic film, plates and paper, whether or not exposed, and developed plates and film (other than cinematograph film)","882","0","4",
"88221","Photographic plates and film in the flat, sensitized, unexposed, of any material (other then paper, paperboard or cloth)","88221","88221 - Photographic plates and film in the flat, sensitized, unexposed, of any material (other then paper, paperboard or cloth)","8822","1","5",
"88222","Film in rolls, sensitized, unexposed, perforated or not","88222","88222 - Film in rolls, sensitized, unexposed, perforated or not","8822","1","5",
"88223","Paper, paperboard and cloth, sensitized, unexposed or exposed but not developed","88223","88223 - Paper, paperboard and cloth, sensitized, unexposed or exposed but not developed","8822","1","5",
"88224","Plates and film, sensitized, exposed but not developed, negative or positive","88224","88224 - Plates and film, sensitized, exposed but not developed, negative or positive","8822","1","5",
"88225","Plates, unperforated film and perforated film (other than cinematograph film), exposed and developed, negative or positive","88225","88225 - Plates, unperforated film and perforated film (other than cinematograph film), exposed and developed, negative or positive","8822","1","5",
"8822X","Memorandum Item","8822X","8822X - Memorandum Item","8822","1","5",
"8823","Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed","8823","8823 - Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed","882","1","4",
"8824","Photographic paper, paperboard and textiles, sensitized, unexposed","8824","8824 - Photographic paper, paperboard and textiles, sensitized, unexposed","882","1","4",
"8825","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","8825","8825 - Photographic plates, film, paper, paperboard and textiles, exposed but not developed","882","1","4",
"8826","Photographic plates and film, exposed and developed, other than cinematographic film","8826","8826 - Photographic plates and film, exposed and developed, other than cinematographic film","882","1","4",
"882X","Memorandum Item","882X","882X - Memorandum Item","882","0","4",
"882XX","Memorandum Item","882XX","882XX - Memorandum Item","882X","1","5",
"883","Cinematograph film, exposed and developed, whether or not incorporating sound track or consisting only of sound track, negative or positive","883","883 - Cinematograph film, exposed and developed, whether or not incorporating sound track or consisting only of sound track, negative or positive","88","0","3",
"8830","Cinematograph film, exposed and developed, whether or not incorporating sound track or consisting only of sound track, negative or positive","8830","8830 - Cinematograph film, exposed and developed, whether or not incorporating sound track or consisting only of sound track, negative or positive","883","1","4",
"8831","....of a width of 35 mm or more","8831","8831 - ....of a width of 35 mm or more","883","1","4",
"8839","....other","8839","8839 - ....other","883","1","4",
"883X","Memorandum Item","883X","883X - Memorandum Item","883","0","4",
"883XX","Memorandum Item","883XX","883XX - Memorandum Item","883X","1","5",
"884","Optical goods n.e.s.","884","884 - Optical goods n.e.s.","88","0","3",
"8841","Lenses, prisms, mirrors and othor optical elements, of any material (other than such elements of glass not optically worked)","8841","8841 - Lenses, prisms, mirrors and othor optical elements, of any material (other than such elements of glass not optically worked)","884","0","4",
"88411","....unmounted; sheets or plates of polarizing material","88411","88411 - ....unmounted; sheets or plates of polarizing material","8841","1","5",
"88412","....mounted, being parts of or fittings for instruments or apparatus","88412","88412 - ....mounted, being parts of or fittings for instruments or apparatus","8841","1","5",
"88415","Spectacle lenses of glass","88415","88415 - Spectacle lenses of glass","8841","1","5",
"88417","Spectacle lenses of other materials","88417","88417 - Spectacle lenses of other materials","8841","1","5",
"88419","Optical fibres and optical fibre bundles and cables; sheets and plates of polarizing material; unmounted optical elements, n.e.s.","88419","88419 - Optical fibres and optical fibre bundles and cables; sheets and plates of polarizing material; unmounted optical elements, n.e.s.","8841","1","5",
"8841X","Memorandum Item","8841X","8841X - Memorandum Item","8841","1","5",
"8842","Spectacles and spectacle frames","8842","8842 - Spectacles and spectacle frames","884","0","4",
"88421","Frames and mountings, and parts thereof, for spectacles, pince-nez, lorgnettes, goggles and the like","88421","88421 - Frames and mountings, and parts thereof, for spectacles, pince-nez, lorgnettes, goggles and the like","8842","1","5",
"88422","Spectacles, pince-nez, lorgnettes, goggles and the like, corrective, protective or other","88422","88422 - Spectacles, pince-nez, lorgnettes, goggles and the like, corrective, protective or other","8842","1","5",
"88423","Spectacles, goggles and the like, corrective, protective or other","88423","88423 - Spectacles, goggles and the like, corrective, protective or other","8842","1","5",
"8842X","Memorandum Item","8842X","8842X - Memorandum Item","8842","1","5",
"8843","Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked","8843","8843 - Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked","884","0","4",
"88431","Objective lenses for cameras, projectors or photographic enlargers or reducers","88431","88431 - Objective lenses for cameras, projectors or photographic enlargers or reducers","8843","1","5",
"88432","Other objective lenses","88432","88432 - Other objective lenses","8843","1","5",
"88433","Filters","88433","88433 - Filters","8843","1","5",
"88439","Mounted optical elements, n.e.s.","88439","88439 - Mounted optical elements, n.e.s.","8843","1","5",
"8843X","Memorandum Item","8843X","8843X - Memorandum Item","8843","1","5",
"884X","Memorandum Item","884X","884X - Memorandum Item","884","0","4",
"884XX","Memorandum Item","884XX","884XX - Memorandum Item","884X","1","5",
"885","Watches and clocks","885","885 - Watches and clocks","88","0","3",
"8851","Watches, watch movements and case","8851","8851 - Watches, watch movements and case","885","0","4",
"88511","Pocket watches, wrist watches and other watches (including stop watches)","88511","88511 - Pocket watches, wrist watches and other watches (including stop watches)","8851","1","5",
"88512","Clocks with watch movements (excluding clocks of heading 885.21 )","88512","88512 - Clocks with watch movements (excluding clocks of heading 885.21 )","8851","1","5",
"88513","Watch movements (including stop-watch movements), assembled","88513","88513 - Watch movements (including stop-watch movements), assembled","8851","1","5",
"88514","Watch cases and parts of watch cases","88514","88514 - Watch cases and parts of watch cases","8851","1","5",
"8851X","Memorandum Item","8851X","8851X - Memorandum Item","8851","1","5",
"8852","Clocks, clock movements and parts","8852","8852 - Clocks, clock movements and parts","885","0","4",
"88521","Instrument panel clocks and clocks of a similar type, for vehicles, aircraft or vessels","88521","88521 - Instrument panel clocks and clocks of a similar type, for vehicles, aircraft or vessels","8852","1","5",
"88522","Clocks, n.e.s.","88522","88522 - Clocks, n.e.s.","8852","1","5",
"88523","Time of day recording apparatus; apparatus with clock or watch movement (including secondary movement) or with synchronous motor, for measuring, recording or otherwise indicating intervals of time","88523","88523 - Time of day recording apparatus; apparatus with clock or watch movement (including secondary movement) or with synchronous motor, for measuring, recording or otherwise indicating intervals of time","8852","1","5",
"88524","Time switches with clock or watch movement (including secondary movement) or with synchronous motor","88524","88524 - Time switches with clock or watch movement (including secondary movement) or with synchronous motor","8852","1","5",
"88525","Clock movements, assembled","88525","88525 - Clock movements, assembled","8852","1","5",
"88526","Clock cases and cases of a similar type for other goods of this group, and parts thereof","88526","88526 - Clock cases and cases of a similar type for other goods of this group, and parts thereof","8852","1","5",
"88529","Clock and watch parts, n.e.s.","88529","88529 - Clock and watch parts, n.e.s.","8852","1","5",
"8852X","Memorandum Item","8852X","8852X - Memorandum Item","8852","1","5",
"8853","Wrist-watches, pocket watches and other watches (including stop-watches), with case of precious metal or of metal clad with precious metal","8853","8853 - Wrist-watches, pocket watches and other watches (including stop-watches), with case of precious metal or of metal clad with precious metal","885","0","4",
"88531","Wrist-watches, battery or accumulator powered, whether or not incorporating a stopwatch facility","88531","88531 - Wrist-watches, battery or accumulator powered, whether or not incorporating a stopwatch facility","8853","1","5",
"88532","Other wrist-watches, whether or not incorporating a stopwatch facility","88532","88532 - Other wrist-watches, whether or not incorporating a stopwatch facility","8853","1","5",
"88539","Pocket watches and other watches (not wrist-watches)","88539","88539 - Pocket watches and other watches (not wrist-watches)","8853","1","5",
"8853X","Memorandum Item","8853X","8853X - Memorandum Item","8853","1","5",
"8854","Wrist-watches, pocket watches and other watches (including stop-watches), other than those of subgroup 885.3","8854","8854 - Wrist-watches, pocket watches and other watches (including stop-watches), other than those of subgroup 885.3","885","0","4",
"88541","Wrist-watches, battery or accumulator powered, whether or not incorporating a stopwatch facility","88541","88541 - Wrist-watches, battery or accumulator powered, whether or not incorporating a stopwatch facility","8854","1","5",
"88542","Other wrist-watches, whether or not incorporating a stopwatch facility","88542","88542 - Other wrist-watches, whether or not incorporating a stopwatch facility","8854","1","5",
"88549","Pocket watches and other watches (not wrist-watches)","88549","88549 - Pocket watches and other watches (not wrist-watches)","8854","1","5",
"8854X","Memorandum Item","8854X","8854X - Memorandum Item","8854","1","5",
"8855","Watch movements, complete and assembled","8855","8855 - Watch movements, complete and assembled","885","0","4",
"88551","....battery or accumulator powered","88551","88551 - ....battery or accumulator powered","8855","1","5",
"88552","....neither battery nor accumulator powered","88552","88552 - ....neither battery nor accumulator powered","8855","1","5",
"8855X","Memorandum Item","8855X","8855X - Memorandum Item","8855","1","5",
"8857","Clocks","8857","8857 - Clocks","885","0","4",
"88571","Instrument panel clocks and clocks of a similar type, for vehicles, aircraft, spacecraft or vessels","88571","88571 - Instrument panel clocks and clocks of a similar type, for vehicles, aircraft, spacecraft or vessels","8857","1","5",
"88572","Clocks with watch movements (excluding clocks of heading 885.71), battery or accumulator powered","88572","88572 - Clocks with watch movements (excluding clocks of heading 885.71), battery or accumulator powered","8857","1","5",
"88573","Other clocks with watch movements (excluding clocks of heading 885.71)","88573","88573 - Other clocks with watch movements (excluding clocks of heading 885.71)","8857","1","5",
"88574","Alarm clocks, battery, accumulator or mains powered","88574","88574 - Alarm clocks, battery, accumulator or mains powered","8857","1","5",
"88575","Other alarm clocks","88575","88575 - Other alarm clocks","8857","1","5",
"88576","Wall clocks, battery, accumulator or mains powered","88576","88576 - Wall clocks, battery, accumulator or mains powered","8857","1","5",
"88577","Other wall clocks","88577","88577 - Other wall clocks","8857","1","5",
"88578","Other clocks, battery, accumulator or mains powered","88578","88578 - Other clocks, battery, accumulator or mains powered","8857","1","5",
"88579","Clocks, n.e.s.","88579","88579 - Clocks, n.e.s.","8857","1","5",
"8857X","Memorandum Item","8857X","8857X - Memorandum Item","8857","1","5",
"8859","Time-measuring equipment and accessories, n.e.s.; parts and accessories for clocks and watches","8859","8859 - Time-measuring equipment and accessories, n.e.s.; parts and accessories for clocks and watches","885","0","4",
"88591","Watch-cases, and parts thereof","88591","88591 - Watch-cases, and parts thereof","8859","1","5",
"88592","Watch-straps, watchbands and watch bracelets, and parts thereof, of metal","88592","88592 - Watch-straps, watchbands and watch bracelets, and parts thereof, of metal","8859","1","5",
"88593","Watch-straps, watchbands and watch bracelets, and parts thereof, of material other than metal","88593","88593 - Watch-straps, watchbands and watch bracelets, and parts thereof, of material other than metal","8859","1","5",
"88594","Time-of-day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (e.g., time-registers, time-recorders)","88594","88594 - Time-of-day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (e.g., time-registers, time-recorders)","8859","1","5",
"88595","Time switches with clock or watch movements or with synchronous motor","88595","88595 - Time switches with clock or watch movements or with synchronous motor","8859","1","5",
"88596","Clock movements, complete and assembled","88596","88596 - Clock movements, complete and assembled","8859","1","5",
"88597","Clock cases and cases of a similar type for other goods of group 885, and parts thereof","88597","88597 - Clock cases and cases of a similar type for other goods of group 885, and parts thereof","8859","1","5",
"88598","Complete watch or clock movements, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements","88598","88598 - Complete watch or clock movements, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements","8859","1","5",
"88599","Clock or watch parts, n.e.s.","88599","88599 - Clock or watch parts, n.e.s.","8859","1","5",
"8859X","Memorandum Item","8859X","8859X - Memorandum Item","8859","1","5",
"885X","Memorandum Item","885X","885X - Memorandum Item","885","0","4",
"885XX","Memorandum Item","885XX","885XX - Memorandum Item","885X","1","5",
"88X","Memorandum Item","88X","88X - Memorandum Item","88","0","3",
"88XX","Memorandum Item","88XX","88XX - Memorandum Item","88X","0","4",
"88XXX","Memorandum Item","88XXX","88XXX - Memorandum Item","88XX","1","5",
"89","Miscellaneous manufactured articles, nes","89","89 - Miscellaneous manufactured articles, nes","8","0","2",
"891","Musical instruments,sound recorders and parts","891","891 - Musical instruments,sound recorders and parts","89","0","3",
"8911","Phonographs, tape & other sound recorders etc.","8911","8911 - Phonographs, tape & other sound recorders etc.","891","0","4",
"89111","Gramophones,tape recordes,etc","89111","89111 - Gramophones,tape recordes,etc","8911","1","5",
"89112","Acc.of gramophones,tape recorders & sound rec.","89112","89112 - Acc.of gramophones,tape recorders & sound rec.","8911","1","5",
"89113","Swords, cutlasses, bayonets, lances and similar arms, and parts thereof and scabbards and sheaths therefor","89113","89113 - Swords, cutlasses, bayonets, lances and similar arms, and parts thereof and scabbards and sheaths therefor","8911","1","5",
"89114","Revolvers and pistols (other than those of heading 891.31)","89114","89114 - Revolvers and pistols (other than those of heading 891.31)","8911","1","5",
"8911X","Memorandum Item","8911X","8911X - Memorandum Item","8911","1","5",
"8912","Phonograph records,recorded tapes,oth.sound rec","8912","8912 - Phonograph records,recorded tapes,oth.sound rec","891","1","4",
"89121","Cartridges for riveting or similar tools or for captive-bolt humane killers, and parts thereof","89121","89121 - Cartridges for riveting or similar tools or for captive-bolt humane killers, and parts thereof","8912","1","5",
"89122","Cartridges for shotguns","89122","89122 - Cartridges for shotguns","8912","1","5",
"89123","Airgun pellets and parts of cartridges for shotguns","89123","89123 - Airgun pellets and parts of cartridges for shotguns","8912","1","5",
"89124","Other cartridges, and parts thereof","89124","89124 - Other cartridges, and parts thereof","8912","1","5",
"89129","Munitions of war, and parts thereof, n.e.s.","89129","89129 - Munitions of war, and parts thereof, n.e.s.","8912","1","5",
"8912X","Memorandum Item","8912X","8912X - Memorandum Item","8912","1","5",
"8913","Non-military arms","8913","8913 - Non-military arms","891","0","4",
"89131","Firearms, n.e.s. and similar devices which operate by the firing of an explosive charge (e.g., sporting shotguns and rifles, muzzle-loading firearms, Very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank ammunition, captive-bolt humane killers, line-throwing guns)","89131","89131 - Firearms, n.e.s. and similar devices which operate by the firing of an explosive charge (e.g., sporting shotguns and rifles, muzzle-loading firearms, Very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank ammunition, captive-bolt humane killers, line-throwing guns)","8913","1","5",
"89139","Other arms (e.g., spring, air or other gas guns and pistols, truncheons), excluding those of heading 891.13","89139","89139 - Other arms (e.g., spring, air or other gas guns and pistols, truncheons), excluding those of heading 891.13","8913","1","5",
"8913X","Memorandum Item","8913X","8913X - Memorandum Item","8913","1","5",
"8914","Pianos and other string musical instruments","8914","8914 - Pianos and other string musical instruments","891","0","4",
"89141","Pianos,harpsichords,keyboard string instruments","89141","89141 - Pianos,harpsichords,keyboard string instruments","8914","1","5",
"89142","Other string musical instruments","89142","89142 - Other string musical instruments","8914","1","5",
"89143","Musical instrument strings","89143","89143 - Musical instrument strings","8914","1","5",
"8914X","Memorandum Item","8914X","8914X - Memorandum Item","8914","1","5",
"8918","Musical instruments, nes","8918","8918 - Musical instruments, nes","891","0","4",
"89181","Pipe and reed organs (incl.harmoniums,etc.)","89181","89181 - Pipe and reed organs (incl.harmoniums,etc.)","8918","1","5",
"89182","Accordions,concertinas and mouth organs","89182","89182 - Accordions,concertinas and mouth organs","8918","1","5",
"89183","Other wind musical instruments","89183","89183 - Other wind musical instruments","8918","1","5",
"89184","Percussion musical instruments","89184","89184 - Percussion musical instruments","8918","1","5",
"89185","Electric musical instruments","89185","89185 - Electric musical instruments","8918","1","5",
"89189","Other musical instruments,n.e.s.","89189","89189 - Other musical instruments,n.e.s.","8918","1","5",
"8918X","Memorandum Item","8918X","8918X - Memorandum Item","8918","1","5",
"8919","Parts and accessories of musical instruments","8919","8919 - Parts and accessories of musical instruments","891","1","4",
"89191","Parts and accessories of revolvers or pistols","89191","89191 - Parts and accessories of revolvers or pistols","8919","1","5",
"89193","Shotgun barrels of shotguns of heading 891.31","89193","89193 - Shotgun barrels of shotguns of heading 891.31","8919","1","5",
"89195","Other parts of shotguns and rifles of heading 891.31","89195","89195 - Other parts of shotguns and rifles of heading 891.31","8919","1","5",
"89199","Parts and accessories, n.e.s., of the articles of headings 891.12 and 891.39","89199","89199 - Parts and accessories, n.e.s., of the articles of headings 891.12 and 891.39","8919","1","5",
"8919X","Memorandum Item","8919X","8919X - Memorandum Item","8919","1","5",
"891X","Memorandum Item","891X","891X - Memorandum Item","891","0","4",
"891XX","Memorandum Item","891XX","891XX - Memorandum Item","891X","1","5",
"892","Printed matter","892","892 - Printed matter","89","0","3",
"8921","Books and pamphlets,printed","8921","8921 - Books and pamphlets,printed","892","0","4",
"89211","Printed books,pamphlets,etc","89211","89211 - Printed books,pamphlets,etc","8921","1","5",
"89212","Children's picture & painting books","89212","89212 - Children's picture & painting books","8921","1","5",
"89213","Maps,hydrographic charts,etc.","89213","89213 - Maps,hydrographic charts,etc.","8921","1","5",
"89214","Maps and hydrographic or similar charts of all kinds (including wall maps, topographical plans and globes), printed, not in book form","89214","89214 - Maps and hydrographic or similar charts of all kinds (including wall maps, topographical plans and globes), printed, not in book form","8921","1","5",
"89215","Printed books, brochures, leaflets and similar printed matter, in single sheets, whether or not folded","89215","89215 - Printed books, brochures, leaflets and similar printed matter, in single sheets, whether or not folded","8921","1","5",
"89216","Dictionaries and encyclopaedias, and serial instalments thereof, not in single sheets","89216","89216 - Dictionaries and encyclopaedias, and serial instalments thereof, not in single sheets","8921","1","5",
"89219","Other books, brochures and similar printed matter, not in single sheets","89219","89219 - Other books, brochures and similar printed matter, not in single sheets","8921","1","5",
"8921X","Memorandum Item","8921X","8921X - Memorandum Item","8921","1","5",
"8922","Newspapers and periodicals","8922","8922 - Newspapers and periodicals","892","1","4",
"89221","....appearing at least four times a week","89221","89221 - ....appearing at least four times a week","8922","1","5",
"89229","....other","89229","89229 - ....other","8922","1","5",
"8922X","Memorandum Item","8922X","8922X - Memorandum Item","8922","1","5",
"8923","Music,printed or in manuscript","8923","8923 - Music,printed or in manuscript","892","1","4",
"8924","Picture postcards etc.,printed","8924","8924 - Picture postcards etc.,printed","892","0","4",
"89241","Transfers (decalcomanias)","89241","89241 - Transfers (decalcomanias)","8924","1","5",
"89242","Picture postcards,etc.,printed by any process","89242","89242 - Picture postcards,etc.,printed by any process","8924","1","5",
"8924X","Memorandum Item","8924X","8924X - Memorandum Item","8924","1","5",
"8928","Printed matter, n.e.s.","8928","8928 - Printed matter, n.e.s.","892","0","4",
"89281","Paper and paperboard labels, whether or not printed or gummed","89281","89281 - Paper and paperboard labels, whether or not printed or gummed","8928","1","5",
"89282","Plans and drawings, for industrial, architectural, engineering, commercial or similar purposes, whether original or reproductions on sensitized paper; manuscripts and typescripts","89282","89282 - Plans and drawings, for industrial, architectural, engineering, commercial or similar purposes, whether original or reproductions on sensitized paper; manuscripts and typescripts","8928","1","5",
"89283","Unused postage, revenue and similar stamps of current or new issue in the country to which they are destined; stamp-impressed paper; banknotes, stook, share and bond certificates and similar documents of title; cheque books","89283","89283 - Unused postage, revenue and similar stamps of current or new issue in the country to which they are destined; stamp-impressed paper; banknotes, stook, share and bond certificates and similar documents of title; cheque books","8928","1","5",
"89284","Calendars of any kind, of paper or paperbeard (including calendar blocks)","89284","89284 - Calendars of any kind, of paper or paperbeard (including calendar blocks)","8928","1","5",
"89285","Music, printed or in manuscript, whether or not bound or illustrated","89285","89285 - Music, printed or in manuscript, whether or not bound or illustrated","8928","1","5",
"89286","Trade advertising material, commercial catalogues and the like","89286","89286 - Trade advertising material, commercial catalogues and the like","8928","1","5",
"89287","Pictures, designs and photographs","89287","89287 - Pictures, designs and photographs","8928","1","5",
"89289","Other printed matter (including printed pictures and photographs )","89289","89289 - Other printed matter (including printed pictures and photographs )","8928","1","5",
"8928X","Memorandum Item","8928X","8928X - Memorandum Item","8928","1","5",
"8929","Printed matter, nes","8929","8929 - Printed matter, nes","892","0","4",
"89291","Paper and paperboard labels","89291","89291 - Paper and paperboard labels","8929","1","5",
"89292","Plans/drawings for indust.purposes,not printed","89292","89292 - Plans/drawings for indust.purposes,not printed","8929","1","5",
"89293","Unissued postage stamps,banknotes,simil.docum.","89293","89293 - Unissued postage stamps,banknotes,simil.docum.","8929","1","5",
"89294","Calendars,incl cal.blocks,of paper","89294","89294 - Calendars,incl cal.blocks,of paper","8929","1","5",
"89299","Other printed matter (incl.picture & photograph","89299","89299 - Other printed matter (incl.picture & photograph","8929","1","5",
"8929X","Memorandum Item","8929X","8929X - Memorandum Item","8929","1","5",
"892X","Memorandum Item","892X","892X - Memorandum Item","892","0","4",
"892XX","Memorandum Item","892XX","892XX - Memorandum Item","892X","1","5",
"893","Articles of artificial plastic materials nes","893","893 - Articles of artificial plastic materials nes","89","0","3",
"8930","Articles of artif.plastic materials,n.e.s.","8930","8930 - Articles of artif.plastic materials,n.e.s.","893","1","4",
"8931","Articles for the conveyance or packing of goods (including containers without handles usable also as disposable drinking  cups); stoppers, lids, caps and other closures, of the materlals falling within division 58","8931","8931 - Articles for the conveyance or packing of goods (including containers without handles usable also as disposable drinking  cups); stoppers, lids, caps and other closures, of the materlals falling within division 58","893","1","4",
"89311","Sacks and bags (including cones)","89311","89311 - Sacks and bags (including cones)","8931","1","5",
"89319","Articles for the conveyance or packing of goods, n.e.s.; stoppers, lids, caps and other closures","89319","89319 - Articles for the conveyance or packing of goods, n.e.s.; stoppers, lids, caps and other closures","8931","1","5",
"8931X","Memorandum Item","8931X","8931X - Memorandum Item","8931","1","5",
"8932","Sanitary and toilet articles, of the materials falling within division 58","8932","8932 - Sanitary and toilet articles, of the materials falling within division 58","893","1","4",
"89321","Baths, shower-baths, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware","89321","89321 - Baths, shower-baths, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware","8932","1","5",
"89329","Other builders' ware","89329","89329 - Other builders' ware","8932","1","5",
"8932X","Memorandum Item","8932X","8932X - Memorandum Item","8932","1","5",
"8933","Ornamental artleles and objects of persons adornment, of the materials falling within division 58","8933","8933 - Ornamental artleles and objects of persons adornment, of the materials falling within division 58","893","1","4",
"89331","Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; wall or ceiling coverings of plastics","89331","89331 - Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; wall or ceiling coverings of plastics","8933","1","5",
"89332","Tableware, kitchenware, other household articles and toilet articles","89332","89332 - Tableware, kitchenware, other household articles and toilet articles","8933","1","5",
"8933X","Memorandum Item","8933X","8933X - Memorandum Item","8933","1","5",
"8935","Articles of electric lighting, of the materials falling within division 58","8935","8935 - Articles of electric lighting, of the materials falling within division 58","893","1","4",
"8939","Miscellaneous articles of the materials falling within division 58","8939","8939 - Miscellaneous articles of the materials falling within division 58","893","0","4",
"89391","Polyvinyl chloride in the form of plates, tiles or strip of the types used for flooring","89391","89391 - Polyvinyl chloride in the form of plates, tiles or strip of the types used for flooring","8939","1","5",
"89392","Copolymers of vinyl chloride and vinyl acetate in the form of plates, tiles, or strip of the types used for flooring","89392","89392 - Copolymers of vinyl chloride and vinyl acetate in the form of plates, tiles, or strip of the types used for flooring","8939","1","5",
"89393","Roller blinds, venetian blinds and similar articles, and parts thereof, of the materials falling within division 58","89393","89393 - Roller blinds, venetian blinds and similar articles, and parts thereof, of the materials falling within division 58","8939","1","5",
"89394","Office or school supplies, of the materials falling within division 58","89394","89394 - Office or school supplies, of the materials falling within division 58","8939","1","5",
"89395","Fittings for furniture, coachwork or the like","89395","89395 - Fittings for furniture, coachwork or the like","8939","1","5",
"89399","Other articles, n.e.s. of the materials falling within division 58","89399","89399 - Other articles, n.e.s. of the materials falling within division 58","8939","1","5",
"8939X","Memorandum Item","8939X","8939X - Memorandum Item","8939","1","5",
"893X","Memorandum Item","893X","893X - Memorandum Item","893","0","4",
"893XX","Memorandum Item","893XX","893XX - Memorandum Item","893X","1","5",
"894","Perambulators,toys,games and sporting goods","894","894 - Perambulators,toys,games and sporting goods","89","0","3",
